1698407697, 1325, 43
1698407698, 1326, 43
1698407699, 1327, 43
1698407700, 1328, 43
1698407701, 1329, 43
1698407702, 1330, 43
1698407703, 1331, 43
1698407704, 1332, 43
1698407705, 1333, 43
1698407706, 1334, 43
1698407708, 1336, 43
1698407709, 1337, 43
1698407710, 1338, 43
1698407711, 1339, 43
1698407712, 1340, 43
1698407713, 1341, 43
1698407714, 1342, 43
1698407715, 1343, 43
1698407716, 1344, 43
1698407718, 1346, 43
1698407719, 1347, 43
1698407720, 1348, 43
1698407721, 1349, 43
1698407722, 1350, 44
1698407723, 1351, 44
1698407724, 1352, 44
1698407725, 1353, 44
1698407727, 1355, 44
1698407728, 1356, 44
1698407729, 1357, 44
1698407730, 1358, 44
1698407731, 1359, 44
1698407732, 1360, 44
1698407733, 1361, 44
1698407734, 1362, 44
1698407735, 1363, 44
1698407736, 1364, 44
1698407737, 1365, 44
1698407738, 1366, 44
1698407739, 1367, 44
1698407740, 1368, 44
1698407741, 1369, 44
1698407742, 1370, 44
1698407778, 1406, 45
1698407779, 1407, 45
1698407780, 1408, 45
1698407781, 1409, 45
1698407782, 1410, 45
1698407783, 1411, 45
1698407784, 1412, 45
1698407785, 1413, 45
1698407786, 1414, 45
1698407788, 1416, 45
1698407789, 1417, 45
1698407790, 1418, 45
1698407791, 1419, 45
1698407792, 1420, 45
1698407793, 1421, 45
1698407795, 1423, 45
1698407797, 1425, 45
1698407798, 1426, 45
1698407799, 1427, 45
1698407800, 1428, 45
1698407801, 1429, 45
1698407802, 1430, 45
1698407803, 1431, 45
1698407804, 1432, 45
1698407805, 1433, 45
1698407806, 1434, 45
1698407807, 1435, 45
1698407808, 1436, 45
1698407809, 1437, 45
1698407810, 1438, 45
1698407811, 1439, 45
1698407812, 1440, 45
1698407813, 1441, 45
1698407814, 1442, 46
1698407815, 1443, 46
1698407816, 1444, 46
1698407817, 1445, 46
1698407818, 1446, 46
1698407819, 1447, 46
1698407820, 1448, 46
1698407821, 1449, 46
1698407822, 1450, 46
1698407823, 1451, 46
1698407824, 1452, 46
1698407825, 1453, 46
1698407826, 1454, 46
1698407827, 1455, 46
1698407829, 1457, 46
1698407830, 1458, 46
1698407831, 1459, 46
1698407832, 1460, 46
1698407833, 1461, 46
1698407834, 1462, 46
1698407835, 1463, 46
1698407836, 1464, 46
1698407837, 1465, 46
1698407838, 1466, 46
1698407839, 1467, 46
1698407840, 1468, 47
1698407841, 1469, 47
1698407842, 1470, 47
1698407843, 1471, 47
1698407844, 1472, 47
1698407845, 1473, 47
1698407846, 1474, 47
1698407847, 1475, 47
1698407848, 1476, 47
1698407849, 1477, 47
1698407850, 1478, 47
1698407852, 1480, 47
1698407853, 1481, 47
1698407854, 1482, 47
1698407855, 1483, 47
1698407856, 1484, 47
1698407857, 1485, 47
1698407858, 1486, 47
1698407859, 1487, 47
1698407860, 1488, 47
1698407861, 1489, 47
1698407862, 1490, 47
1698407863, 1491, 47
1698407864, 1492, 47
1698407865, 1493, 47
1698407866, 1494, 47
1698407867, 1495, 47
1698407868, 1496, 47
1698407869, 1497, 48
1698407870, 1498, 48
1698407871, 1499, 48
1698407872, 1500, 48
1698407873, 1501, 48
1698407874, 1502, 48
1698407875, 1503, 48
1698407876, 1504, 48
1698407877, 1505, 48
1698407879, 1507, 48
1698407880, 1508, 48
1698407881, 1509, 48
1698407882, 1510, 48
1698407883, 1511, 48
1698407884, 1512, 48
1698407885, 1513, 48
1698407886, 1514, 48
1698407887, 1515, 48
1698407888, 1516, 48
1698407889, 1517, 48
1698407890, 1518, 48
1698407891, 1519, 48
1698407892, 1520, 48
1698407893, 1521, 48
1698407894, 1522, 48
1698407895, 1523, 49
1698407896, 1524, 49
1698407897, 1525, 49
1698407898, 1526, 49
1698407899, 1527, 49
1698407900, 1528, 49
1698407901, 1529, 49
1698407902, 1530, 49
1698407903, 1531, 49
1698407904, 1532, 49
1698407905, 1533, 49
1698407906, 1534, 49
1698407908, 1536, 49
1698407909, 1537, 49
1698407910, 1538, 49
1698407911, 1539, 49
1698407912, 1540, 49
1698407913, 1541, 49
1698407914, 1542, 49
1698407915, 1543, 49
1698407916, 1544, 49
1698407917, 1545, 49
1698407918, 1546, 49
1698407919, 1547, 49
1698407920, 1548, 49
1698407921, 1549, 49
1698407922, 1550, 49
1698407923, 1551, 49
1698407924, 1552, 49
1698407925, 1553, 50
1698407926, 1554, 50
1698407927, 1555, 50
1698407928, 1556, 50
1698407929, 1557, 50
1698407930, 1558, 50
1698407931, 1559, 50
1698407933, 1561, 50
1698407934, 1562, 50
1698407935, 1563, 50
1698407936, 1564, 50
1698407938, 1566, 50
1698407941, 1569, 50
1698407942, 1570, 50
1698407943, 1571, 50
1698407944, 1572, 50
1698407945, 1573, 50
1698407946, 1574, 50
1698407947, 1575, 50
1698407948, 1576, 50
1698407949, 1577, 50
1698407950, 1578, 50
1698407951, 1579, 50
1698407952, 1580, 50
1698407953, 1581, 50
1698407954, 1582, 50
1698407955, 1583, 51
